node_id;name;valid_dir;pk_rel;pk_abs;node_type;stop_slow;stop_fast;y;altitude;coord_x;coord_y;scenario
HD_801_08_side;HD 801/08 side;merano;56,397;87,880;signal_mainline;0;0;0,01;922,55;10.58106761;46.66719613;dt_slu_mal
HD_801_10_side;HD 801/10 side;both;57,229;88,712;signal_mainline;0;0;0,01;942,13;10.57474932;46.6729141;dt_slu_mal
HD_801_12_side;HD 801/12 side;both;58,229;89,712;signal_mainline;0;0;0,01;965,67;10.56365799;46.67592065;dt_slu_mal
SblSpon58860_side;SblSpon58860 side;;58,860;90,343;Sbl;0;0;0,01;980,52;10.55629073;46.67831902;dt_slu_mal
Pr_E_MAL_01_side;Prot. Est. Malles 01 side;malles;59,103;90,586;signal_mainline;0;0;0,01;986,23;10.55422862;46.67994665;dt_slu_mal
Pa_E_MAL_61_side;Part. Est. Malles 61 side;merano;59,254;90,737;signal_mainline;0;0;0,01;989,79;10.5541629;46.68128972;dt_slu_mal
Pr_I_MAL_51_side;Prot. Int. Malles 51 side;malles;59,515;90,998;signal_mainline;0;0;0,01;995,93;10.55263102;46.68320559;dt_slu_mal
Dev_MAL_05_side;Deviatoio Malles 05 side;;59,633;91,116;SC;0;0;0,01;998;10.55117762;46.68355939;dt_slu_mal
Pa_I_MAL_31d_side;Part. Int. Malles 31d side;merano;59,721;91,204;signal_mainline;0;0;0,01;998;10.55008699;46.68381098;existing
MAL_side;Malles side;both;59,853;91,336;LdS_side;1;1;0,01;998;10.54845192;46.68419015;existing
